"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0070932","histone H3 deacetylation","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0097167","circadian regulation of translation","BP",1,0,1,1,0.368376068376068
"GO:1900744","regulation of p38MAPK cascade","BP",4,2,2,0.401321773712254,0.46961733221483
"GO:2000322","regulation of glucocorticoid receptor signaling pathway","BP",2,0,2,1,0.135501889992908
"GO:2000323","negative regulation of glucocorticoid receptor signaling pathway","BP",2,0,2,1,0.135501889992908
"GO:0019080","viral gene expression","BP",5,4,0,0.0432549502070106,1
"GO:0019083","viral transcription","BP",5,4,0,0.0432549502070106,1
"GO:0032232","negative regulation of actin filament bundle assembly","BP",2,2,0,0.108654485899995,1
"GO:0032781","positive regulation of ATPase activity","BP",3,2,1,0.2545194121767,0.748391636867767
"GO:0042989","sequestering of actin monomers","BP",1,1,0,0.32991452991453,1
"GO:0043462","regulation of ATPase activity","BP",3,2,1,0.2545194121767,0.748391636867767
"GO:0046782","regulation of viral transcription","BP",5,4,0,0.0432549502070106,1
"GO:0050434","positive regulation of viral transcription","BP",1,1,0,0.32991452991453,1
"GO:0051497","negative regulation of stress fiber assembly","BP",2,2,0,0.108654485899995,1
"GO:0002377","immunoglobulin production","BP",8,3,2,0.523681493548849,0.85736092452272
"GO:0002440","production of molecular mediator of immune response","BP",9,3,3,0.615056535913744,0.704969733779627
"GO:0010944","negative regulation of transcription by competitive promoter binding","BP",1,0,1,1,0.368376068376068
"GO:0023035","CD40 signaling pathway","BP",1,0,1,1,0.368376068376068
"GO:0032620","interleukin-17 production","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0039694","viral RNA genome replication","BP",4,1,3,0.798895615169579,0.144317600869476
"GO:0044788","modulation by host of viral process","BP",1,0,1,1,0.368376068376068
"GO:0044827","modulation by host of viral genome replication","BP",1,0,1,1,0.368376068376068
"GO:0044830","modulation by host of viral RNA genome replication","BP",1,0,1,1,0.368376068376068
"GO:0045917","positive regulation of complement activation","BP",1,0,1,1,0.368376068376068
"GO:0050847","progesterone receptor signaling pathway","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0051702","interaction with symbiont","BP",4,2,1,0.401321773712254,0.841316405085412
"GO:0051851","modulation by host of symbiont process","BP",4,2,1,0.401321773712254,0.841316405085412
"GO:0060766","negative regulation of androgen receptor signaling pathway","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0070741","response to interleukin-6","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0071354","cellular response to interleukin-6","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0072538","T-helper 17 type immune response","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:1990051","activation of protein kinase C activity","BP",1,0,1,1,0.368376068376068
"GO:0006970","response to osmotic stress","BP",3,0,1,1,0.748391636867767
"GO:0010359","regulation of anion channel activity","BP",1,0,0,1,1
"GO:0010360","negative regulation of anion channel activity","BP",1,0,0,1,1
"GO:0010543","regulation of platelet activation","BP",3,0,1,1,0.748391636867767
"GO:0010613","positive regulation of cardiac muscle hypertrophy","BP",2,1,0,0.551174573929065,1
"GO:0014742","positive regulation of muscle hypertrophy","BP",2,1,0,0.551174573929065,1
"GO:0031663","lipopolysaccharide-mediated signaling pathway","BP",2,1,0,0.551174573929065,1
"GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","BP",1,0,0,1,1
"GO:0031666","positive regulation of lipopolysaccharide-mediated signaling pathway","BP",1,0,0,1,1
"GO:0032410","negative regulation of transporter activity","BP",4,1,1,0.798895615169579,0.841316405085412
"GO:0032413","negative regulation of ion transmembrane transporter activity","BP",4,1,1,0.798895615169579,0.841316405085412
"GO:0034110","regulation of homotypic cell-cell adhesion","BP",3,1,1,0.699502154805247,0.748391636867767
"GO:0034349","glial cell apoptotic process","BP",3,1,1,0.699502154805247,0.748391636867767
"GO:0034350","regulation of glial cell apoptotic process","BP",2,1,0,0.551174573929065,1
"GO:0034351","negative regulation of glial cell apoptotic process","BP",1,0,0,1,1
"GO:0035408","histone H3-T6 phosphorylation","BP",1,0,0,1,1
"GO:0036289","peptidyl-serine autophosphorylation","BP",2,0,0,1,1
"GO:0043536","positive regulation of blood vessel endothelial cell migration","BP",4,1,2,0.798895615169579,0.46961733221483
"GO:0044070","regulation of anion transport","BP",6,2,2,0.642601833479987,0.714942168073546
"GO:0045471","response to ethanol","BP",2,1,0,0.551174573929065,1
"GO:0045822","negative regulation of heart contraction","BP",1,0,0,1,1
"GO:0047484","regulation of response to osmotic stress","BP",1,0,0,1,1
"GO:0050918","positive chemotaxis","BP",1,0,0,1,1
"GO:0050926","regulation of positive chemotaxis","BP",1,0,0,1,1
"GO:0050927","positive regulation of positive chemotaxis","BP",1,0,0,1,1
"GO:0050930","induction of positive chemotaxis","BP",1,0,0,1,1
"GO:0051965","positive regulation of synapse assembly","BP",2,0,0,1,1
"GO:0061110","dense core granule biogenesis","BP",1,0,0,1,1
"GO:0090330","regulation of platelet aggregation","BP",2,0,1,1,0.601250246759229
"GO:0099171","presynaptic modulation of chemical synaptic transmission","BP",3,2,0,0.2545194121767,1
"GO:1901890","positive regulation of cell junction assembly","BP",2,0,0,1,1
"GO:1903523","negative regulation of blood circulation","BP",1,0,0,1,1
"GO:1903792","negative regulation of anion transport","BP",2,1,0,0.551174573929065,1
"GO:1903959","regulation of anion transmembrane transport","BP",3,2,0,0.2545194121767,1
"GO:1903960","negative regulation of anion transmembrane transport","BP",2,1,0,0.551174573929065,1
"GO:2000705","regulation of dense core granule biogenesis","BP",1,0,0,1,1
"GO:2000707","positive regulation of dense core granule biogenesis","BP",1,0,0,1,1
"GO:0002031","G protein-coupled receptor internalization","BP",2,1,0,0.551174573929065,1
"GO:0006654","phosphatidic acid biosynthetic process","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0009395","phospholipid catabolic process","BP",3,3,0,0.0357220227616421,1
"GO:0046473","phosphatidic acid metabolic process","BP",3,1,1,0.699502154805247,0.748391636867767
"GO:0002034","regulation of blood vessel diameter by renin-angiotensin","BP",1,0,1,1,0.368376068376068
"GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","BP",1,0,1,1,0.368376068376068
"GO:0003072","renal control of peripheral vascular resistance involved in regulation of systemic arterial blood pressure","BP",1,0,1,1,0.368376068376068
"GO:0006953","acute-phase response","BP",4,2,2,0.401321773712254,0.46961733221483
"GO:0010714","positive regulation of collagen metabolic process","BP",3,0,1,1,0.748391636867767
"GO:0010755","regulation of plasminogen activation","BP",1,0,1,1,0.368376068376068
"GO:0010757","negative regulation of plasminogen activation","BP",1,0,1,1,0.368376068376068
"GO:0032967","positive regulation of collagen biosynthetic process","BP",3,0,1,1,0.748391636867767
"GO:0071604","transforming growth factor beta production","BP",1,0,1,1,0.368376068376068
"GO:0071634","regulation of transforming growth factor beta production","BP",1,0,1,1,0.368376068376068
"GO:0071636","positive regulation of transforming growth factor beta production","BP",1,0,1,1,0.368376068376068
"GO:0010259","multicellular organism aging","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0010624","regulation of Schwann cell proliferation","BP",1,1,0,0.32991452991453,1
"GO:0019227","neuronal action potential propagation","BP",2,2,0,0.108654485899995,1
"GO:0019228","neuronal action potential","BP",1,1,0,0.32991452991453,1
"GO:0030913","paranodal junction assembly","BP",2,2,0,0.108654485899995,1
"GO:0032060","bleb assembly","BP",1,1,0,0.32991452991453,1
"GO:0032288","myelin assembly","BP",3,3,0,0.0357220227616421,1
"GO:0036135","Schwann cell migration","BP",1,1,0,0.32991452991453,1
"GO:0045161","neuronal ion channel clustering","BP",1,1,0,0.32991452991453,1
"GO:0048934","peripheral nervous system neuron differentiation","BP",1,1,0,0.32991452991453,1
"GO:0048935","peripheral nervous system neuron development","BP",1,1,0,0.32991452991453,1
"GO:0048936","peripheral nervous system neuron axonogenesis","BP",1,1,0,0.32991452991453,1
"GO:0060004","reflex","BP",1,1,0,0.32991452991453,1
"GO:0060005","vestibular reflex","BP",1,1,0,0.32991452991453,1
"GO:0060251","regulation of glial cell proliferation","BP",1,1,0,0.32991452991453,1
"GO:0061744","motor behavior","BP",1,1,0,0.32991452991453,1
"GO:0070842","aggresome assembly","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0071711","basement membrane organization","BP",1,1,0,0.32991452991453,1
"GO:0098529","neuromuscular junction development, skeletal muscle fiber","BP",1,1,0,0.32991452991453,1
"GO:0098870","action potential propagation","BP",2,2,0,0.108654485899995,1
"GO:0002154","thyroid hormone mediated signaling pathway","BP",3,2,1,0.2545194121767,0.748391636867767
"GO:0003206","cardiac chamber morphogenesis","BP",5,1,4,0.865470480130593,0.0645271007281625
"GO:0003208","cardiac ventricle morphogenesis","BP",1,0,1,1,0.368376068376068
"GO:0003222","ventricular trabecula myocardium morphogenesis","BP",1,0,1,1,0.368376068376068
"GO:0003229","ventricular cardiac muscle tissue development","BP",1,0,1,1,0.368376068376068
"GO:0003401","axis elongation","BP",3,0,2,1,0.306967466542153
"GO:0003406","retinal pigment epithelium development","BP",1,0,1,1,0.368376068376068
"GO:0006352","DNA-templated transcription, initiation","BP",10,1,5,0.982093029372433,0.289443984040306
"GO:0006367","transcription initiation from RNA polymerase II promoter","BP",8,1,3,0.95983044272002,0.615780346564365
"GO:0006590","thyroid hormone generation","BP",1,0,1,1,0.368376068376068
"GO:0006702","androgen biosynthetic process","BP",1,0,1,1,0.368376068376068
"GO:0008209","androgen metabolic process","BP",1,0,1,1,0.368376068376068
"GO:0010837","regulation of keratinocyte proliferation","BP",2,0,1,1,0.601250246759229
"GO:0010839","negative regulation of keratinocyte proliferation","BP",1,0,1,1,0.368376068376068
"GO:0030219","megakaryocyte differentiation","BP",1,0,1,1,0.368376068376068
"GO:0030326","embryonic limb morphogenesis","BP",6,1,5,0.910044209460714,0.0278851113928814
"GO:0032104","regulation of response to extracellular stimulus","BP",2,0,2,1,0.135501889992908
"GO:0032107","regulation of response to nutrient levels","BP",2,0,2,1,0.135501889992908
"GO:0033145","positive regulation of intracellular steroid hormone receptor signaling pathway","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0033148","positive regulation of intracellular estrogen receptor signaling pathway","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0033280","response to vitamin D","BP",1,0,1,1,0.368376068376068
"GO:0034754","cellular hormone metabolic process","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0035107","appendage morphogenesis","BP",7,1,6,0.939874909759824,0.0117550810360102
"GO:0035108","limb morphogenesis","BP",7,1,6,0.939874909759824,0.0117550810360102
"GO:0035113","embryonic appendage morphogenesis","BP",6,1,5,0.910044209460714,0.0278851113928814
"GO:0035116","embryonic hindlimb morphogenesis","BP",2,0,2,1,0.135501889992908
"GO:0035137","hindlimb morphogenesis","BP",2,0,2,1,0.135501889992908
"GO:0035357","peroxisome proliferator activated receptor signaling pathway","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0035729","cellular response to hepatocyte growth factor stimulus","BP",1,0,1,1,0.368376068376068
"GO:0035855","megakaryocyte development","BP",1,0,1,1,0.368376068376068
"GO:0042403","thyroid hormone metabolic process","BP",1,0,1,1,0.368376068376068
"GO:0042446","hormone biosynthetic process","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0042695","thelarche","BP",1,0,1,1,0.368376068376068
"GO:0042789","mRNA transcription by RNA polymerase II","BP",4,2,1,0.401321773712254,0.841316405085412
"GO:0043353","enucleate erythrocyte differentiation","BP",1,0,1,1,0.368376068376068
"GO:0043616","keratinocyte proliferation","BP",2,0,1,1,0.601250246759229
"GO:0045023","G0 to G1 transition","BP",1,0,1,1,0.368376068376068
"GO:0045136","development of secondary sexual characteristics","BP",3,0,3,1,0.0497691017182855
"GO:0045444","fat cell differentiation","BP",10,6,3,0.0722515399186628,0.777368206458239
"GO:0045646","regulation of erythrocyte differentiation","BP",6,2,4,0.642601833479987,0.137811079398725
"GO:0045648","positive regulation of erythrocyte differentiation","BP",4,1,3,0.798895615169579,0.144317600869476
"GO:0046543","development of secondary female sexual characteristics","BP",3,0,3,1,0.0497691017182855
"GO:0048736","appendage development","BP",11,3,7,0.759699011124022,0.0646142754862134
"GO:0048822","enucleate erythrocyte development","BP",1,0,1,1,0.368376068376068
"GO:0055008","cardiac muscle tissue morphogenesis","BP",1,0,1,1,0.368376068376068
"GO:0055010","ventricular cardiac muscle tissue morphogenesis","BP",1,0,1,1,0.368376068376068
"GO:0060173","limb development","BP",11,3,7,0.759699011124022,0.0646142754862134
"GO:0060260","regulation of transcription initiation from RNA polymerase II promoter","BP",8,1,3,0.95983044272002,0.615780346564365
"GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","BP",7,0,3,1,0.509883138174582
"GO:0060415","muscle tissue morphogenesis","BP",2,0,2,1,0.135501889992908
"GO:0060602","branch elongation of an epithelium","BP",3,0,2,1,0.306967466542153
"GO:0060744","mammary gland branching involved in thelarche","BP",1,0,1,1,0.368376068376068
"GO:0060745","mammary gland branching involved in pregnancy","BP",1,0,1,1,0.368376068376068
"GO:0060750","epithelial cell proliferation involved in mammary gland duct elongation","BP",1,0,1,1,0.368376068376068
"GO:0060751","branch elongation involved in mammary gland duct branching","BP",1,0,1,1,0.368376068376068
"GO:0061384","heart trabecula morphogenesis","BP",1,0,1,1,0.368376068376068
"GO:0070316","regulation of G0 to G1 transition","BP",1,0,1,1,0.368376068376068
"GO:0070318","positive regulation of G0 to G1 transition","BP",1,0,1,1,0.368376068376068
"GO:0070561","vitamin D receptor signaling pathway","BP",1,0,1,1,0.368376068376068
"GO:0070562","regulation of vitamin D receptor signaling pathway","BP",1,0,1,1,0.368376068376068
"GO:0071295","cellular response to vitamin","BP",1,0,1,1,0.368376068376068
"GO:0071305","cellular response to vitamin D","BP",1,0,1,1,0.368376068376068
"GO:0072574","hepatocyte proliferation","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0072576","liver morphogenesis","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:0097066","response to thyroid hormone","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0097067","cellular response to thyroid hormone stimulus","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:0120178","steroid hormone biosynthetic process","BP",2,1,1,0.551174573929065,0.601250246759229
"GO:2000142","regulation of DNA-templated transcription, initiation","BP",8,1,3,0.95983044272002,0.615780346564365
"GO:2000144","positive regulation of DNA-templated transcription, initiation","BP",7,0,3,1,0.509883138174582
"GO:2000273","positive regulation of signaling receptor activity","BP",1,0,1,1,0.368376068376068
"GO:2000345","regulation of hepatocyte proliferation","BP",3,1,2,0.699502154805247,0.306967466542153
"GO:2000347","positive regulation of hepatocyte proliferation","BP",3,1,2,0.699502154805247,0.306967466542153
